R,G,B,EX,LI,3BF,3RF,2GF
65.54,255,199.84,200000,G100,0.15,0.2,0.15
206.56,255,255,200000,G100,0.1,0.066666667,0.116666667
255,255,255,200000,G100,0.016666667,0.4,0.133333333
151.64,255,255,200000,G100,0.066666667,0.266666667,0.166666667
255,255,255,200000,G100,0.033333333,0.133333333,0.083333333
49.86,235.3,110.42,200000,G100,0.133333333,0.6,0.15
219.15,255,255,200000,G100,0.083333333,0.666666667,0.066666667
255,255,255,200000,G100,0.05,0.533333333,0.033333333
255,255,255,200000,G100,0.116666667,0.333333333,0.016666667
71.64,255,126.72,200000,G100,0.166666667,0.466666667,0.1
131.7,255,255,200000,G100,0.15,0.2,0.05
255,255,255,200000,G100,0.083333333,0.066666667,0.066666667
114.12,255,255,200000,G100,0.133333333,0.133333333,0.133333333
255,255,255,200000,G100,0.116666667,0.4,0.016666667
255,255,255,200000,G100,0.016666667,0.466666667,0.083333333
88.73,255,202.31,200000,G100,0.166666667,0.266666667,0.1
255,255,255,200000,G100,0.05,0.2,0.033333333
255,255,255,200000,G100,0.033333333,0.333333333,0.15
75.65,255,202.75,200000,G100,0.1,0.533333333,0.166666667
161.7,255,233.86,200000,G100,0.15,0.6,0.05
158,255,255,200000,G100,0.066666667,0.666666667,0.116666667
255,255,255,200000,G100,0.1,0.066666667,0.066666667
255,255,255,200000,G100,0.016666667,0.266666667,0.1
106.94,255,246.66,200000,G100,0.083333333,0.666666667,0.133333333
255,255,255,200000,G100,0.033333333,0.533333333,0.05
255,255,255,200000,G100,0.066666667,0.4,0.016666667
255,255,255,200000,G100,0.133333333,0.2,0.033333333
62.53,255,173.09,200000,G100,0.116666667,0.466666667,0.166666667
255,255,255,200000,G100,0.05,0.133333333,0.15
70.24,255,164.09,200000,G100,0.166666667,0.333333333,0.116666667
89.25,255,140.72,200000,G100,0.15,0.6,0.083333333
255,255,255,200000,G100,0.033333333,0.2,0.133333333
95.52,255,254.99,200000,G100,0.083333333,0.466666667,0.166666667
255,255,255,200000,G100,0.016666667,0.4,0.066666667
255,255,255,200000,G100,0.066666667,0.066666667,0.1
61.12,255,166.08,200000,G100,0.15,0.333333333,0.15
255,255,255,200000,G100,0.133333333,0.133333333,0.05
89.89,255,141.68,200000,G100,0.166666667,0.533333333,0.083333333
255,255,255,200000,G100,0.1,0.266666667,0.016666667
81.08,255,159.86,200000,G100,0.116666667,0.666666667,0.116666667
255,255,255,200000,G100,0.05,0.6,0.033333333
