R,G,B,EX,LI,3BF,3RF,2GF
116.83,255,255,80000,B100,0.1,0.266666667,0.016666667
5.52,28.89,58.81,80000,B100,0.116666667,0.666666667,0.116666667
26.43,129.76,242.05,80000,B100,0.05,0.6,0.033333333
79.45,253.69,255,120000,B100,0.166666667,0.266666667,0.116666667
74.84,255,255,120000,B100,0.016666667,0.466666667,0.1
13.32,65.7,119.73,120000,B100,0.1,0.666666667,0.066666667
14.38,78.47,142.4,120000,B100,0.05,0.6,0.133333333
255,255,255,120000,B100,0.116666667,0.066666667,0.083333333
255,255,255,120000,B100,0.033333333,0.2,0.05
189.09,255,255,120000,B100,0.066666667,0.333333333,0.016666667
199.49,255,255,120000,B100,0.083333333,0.133333333,0.15
32.82,127.95,255,120000,B100,0.133333333,0.4,0.166666667
31.28,127.29,255,120000,B100,0.15,0.533333333,0.033333333
255,255,255,120000,B100,0.016666667,0.333333333,0.116666667
33.93,177.46,255,120000,B100,0.033333333,0.6,0.083333333
6.42,36.57,68.14,120000,B100,0.1,0.666666667,0.133333333
35.92,132.7,255,120000,B100,0.166666667,0.4,0.066666667
255,255,255,120000,B100,0.05,0.133333333,0.05
25.61,108.73,241.05,120000,B100,0.133333333,0.533333333,0.033333333
29.54,137.05,255,120000,B100,0.066666667,0.466666667,0.166666667
189.77,255,255,120000,B100,0.083333333,0.266666667,0.016666667
255,255,255,120000,B100,0.116666667,0.066666667,0.1
86.74,255,255,120000,B100,0.15,0.2,0.15
255,255,255,120000,B100,0.1,0.066666667,0.116666667
86.35,255,255,120000,B100,0.016666667,0.4,0.133333333
86.07,255,255,120000,B100,0.066666667,0.266666667,0.166666667
255,255,255,120000,B100,0.033333333,0.133333333,0.083333333
9.12,44.99,103.69,120000,B100,0.133333333,0.6,0.15
16.52,84.3,152.33,120000,B100,0.083333333,0.666666667,0.066666667
61.26,255,255,120000,B100,0.05,0.533333333,0.033333333
108.44,255,255,120000,B100,0.116666667,0.333333333,0.016666667
21.04,83.99,232.15,120000,B100,0.166666667,0.466666667,0.1
105.3,255,255,120000,B100,0.15,0.2,0.05
255,255,255,120000,B100,0.083333333,0.066666667,0.066666667
162.2,255,255,120000,B100,0.133333333,0.133333333,0.133333333
71.45,255,255,120000,B100,0.116666667,0.4,0.016666667
85.53,255,255,120000,B100,0.016666667,0.466666667,0.083333333
65.56,218.45,255,120000,B100,0.166666667,0.266666667,0.1
255,255,255,120000,B100,0.05,0.2,0.033333333
100.91,255,255,120000,B100,0.033333333,0.333333333,0.15
17.96,82.93,199.84,120000,B100,0.1,0.533333333,0.166666667
17.93,76.22,175.92,120000,B100,0.15,0.6,0.05
13.92,72.76,137.56,120000,B100,0.066666667,0.666666667,0.116666667
255,255,255,120000,B100,0.1,0.066666667,0.066666667
205.37,255,255,120000,B100,0.016666667,0.266666667,0.1
11.87,60.79,120.62,120000,B100,0.083333333,0.666666667,0.133333333
58.17,255,255,120000,B100,0.033333333,0.533333333,0.05
114.98,255,255,120000,B100,0.066666667,0.4,0.016666667
177.31,255,255,120000,B100,0.133333333,0.2,0.033333333
18.43,80.03,205.82,120000,B100,0.116666667,0.466666667,0.166666667
242.13,255,255,120000,B100,0.05,0.133333333,0.15
39.09,141.65,255,120000,B100,0.166666667,0.333333333,0.116666667
12.53,54.28,128.01,120000,B100,0.15,0.6,0.083333333
189,255,255,120000,B100,0.033333333,0.2,0.133333333
26.78,118.84,255,120000,B100,0.083333333,0.466666667,0.166666667
118.26,255,255,120000,B100,0.016666667,0.4,0.066666667
255,255,255,120000,B100,0.066666667,0.066666667,0.1
39.68,145.35,255,120000,B100,0.15,0.333333333,0.15
237.73,255,255,120000,B100,0.133333333,0.133333333,0.05
17.21,70.18,181.69,120000,B100,0.166666667,0.533333333,0.083333333
173.91,255,255,120000,B100,0.1,0.266666667,0.016666667
8.86,44.11,90.99,120000,B100,0.116666667,0.666666667,0.116666667
39.91,193.49,255,120000,B100,0.05,0.6,0.033333333
132.3,255,255,200000,B100,0.166666667,0.266666667,0.116666667
125.79,255,255,200000,B100,0.016666667,0.466666667,0.1
22.34,108.54,196.91,200000,B100,0.1,0.666666667,0.066666667
18.8,103.13,171.23,200000,B100,0.05,0.6,0.133333333
255,255,255,200000,B100,0.116666667,0.066666667,0.083333333
255,255,255,200000,B100,0.033333333,0.2,0.05
255,255,255,200000,B100,0.066666667,0.333333333,0.016666667
255,255,255,200000,B100,0.083333333,0.133333333,0.15
54.64,209.68,255,200000,B100,0.133333333,0.4,0.166666667
52.95,207.26,255,200000,B100,0.15,0.533333333,0.033333333
255,255,255,200000,B100,0.016666667,0.333333333,0.116666667
58.27,255,255,200000,B100,0.033333333,0.6,0.083333333
10.34,56.27,101.73,200000,B100,0.1,0.666666667,0.133333333
59.8,215.86,255,200000,B100,0.166666667,0.4,0.066666667
255,255,255,200000,B100,0.05,0.133333333,0.05
42.48,178.59,255,200000,B100,0.133333333,0.533333333,0.033333333
50.3,223.43,255,200000,B100,0.066666667,0.466666667,0.166666667
255,255,255,200000,B100,0.083333333,0.266666667,0.016666667
255,255,255,200000,B100,0.116666667,0.066666667,0.1
144.16,255,255,200000,B100,0.15,0.2,0.15
255,255,255,200000,B100,0.1,0.066666667,0.116666667
144.59,255,255,200000,B100,0.016666667,0.4,0.133333333
131.38,255,255,200000,B100,0.066666667,0.266666667,0.166666667
255,255,255,200000,B100,0.033333333,0.133333333,0.083333333
16.49,74.53,172.71,200000,B100,0.133333333,0.6,0.15
30.7,149.74,255,200000,B100,0.083333333,0.666666667,0.066666667
104.13,255,255,200000,B100,0.05,0.533333333,0.033333333
255,255,255,200000,B100,0.116666667,0.333333333,0.016666667
35.67,139.24,255,200000,B100,0.166666667,0.466666667,0.1
254.57,255,255,200000,B100,0.15,0.2,0.05
255,255,255,200000,B100,0.083333333,0.066666667,0.066666667
255,255,255,200000,B100,0.133333333,0.133333333,0.133333333
110.47,255,255,200000,B100,0.116666667,0.4,0.016666667
143.42,255,255,200000,B100,0.016666667,0.466666667,0.083333333
99.37,255,255,200000,B100,0.166666667,0.266666667,0.1
255,255,255,200000,B100,0.05,0.2,0.033333333
168.15,255,255,200000,B100,0.033333333,0.333333333,0.15
30.56,138.09,255,200000,B100,0.1,0.533333333,0.166666667
27.4,114.31,253.26,200000,B100,0.15,0.6,0.05
23.22,120.74,228.02,200000,B100,0.066666667,0.666666667,0.116666667
255,255,255,200000,B100,0.1,0.066666667,0.066666667
255,255,255,200000,B100,0.016666667,0.266666667,0.1
19.68,101.44,201.04,200000,B100,0.083333333,0.666666667,0.133333333
90.81,255,255,200000,B100,0.033333333,0.533333333,0.05
190.8,255,255,200000,B100,0.066666667,0.4,0.016666667
255,255,255,200000,B100,0.133333333,0.2,0.033333333
30.61,132.12,255,200000,B100,0.116666667,0.466666667,0.166666667
255,255,255,200000,B100,0.05,0.133333333,0.15
59.66,213.8,255,200000,B100,0.166666667,0.333333333,0.116666667
21.18,90.55,212.63,200000,B100,0.15,0.6,0.083333333
255,255,255,200000,B100,0.033333333,0.2,0.133333333
44.59,194.38,255,200000,B100,0.083333333,0.466666667,0.166666667
179.41,255,255,200000,B100,0.016666667,0.4,0.066666667
255,255,255,200000,B100,0.066666667,0.066666667,0.1
60.28,221.14,255,200000,B100,0.15,0.333333333,0.15
255,255,255,200000,B100,0.133333333,0.133333333,0.05
28.78,116.48,255,200000,B100,0.166666667,0.533333333,0.083333333
255,255,255,200000,B100,0.1,0.266666667,0.016666667
15.62,74.96,153.91,200000,B100,0.116666667,0.666666667,0.116666667
67.11,255,255,200000,B100,0.05,0.6,0.033333333
